index,id,name,date,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
43526,AL112004,JEANNE,9/23/2004 12:00,,HU,25.5,-69.6,80,966,100,100,100,120,60,60,60,70,30,30,30,40
43527,AL112004,JEANNE,9/23/2004 18:00,,HU,25.8,-70,75,966,100,100,100,120,60,60,60,70,30,30,30,40
43528,AL112004,JEANNE,9/24/2004 0:00,,HU,26,-70.4,70,966,100,100,100,120,60,60,60,70,30,30,30,40
43529,AL112004,JEANNE,9/24/2004 6:00,,HU,26.1,-71.2,75,969,105,105,105,120,70,70,70,80,35,30,35,40
43530,AL112004,JEANNE,9/24/2004 12:00,,HU,26.2,-72.2,80,969,120,105,105,130,70,70,70,80,35,35,35,40
43531,AL112004,JEANNE,9/24/2004 18:00,,HU,26.4,-73.1,85,968,120,105,105,130,70,70,70,80,35,35,35,40
43532,AL112004,JEANNE,9/25/2004 0:00,,HU,26.4,-74.3,85,964,180,120,105,130,100,70,70,80,60,45,45,60
43533,AL112004,JEANNE,9/25/2004 6:00,,HU,26.5,-75.6,90,960,180,120,105,130,100,70,70,90,60,45,45,60
43534,AL112004,JEANNE,9/25/2004 12:00,,HU,26.6,-76.9,100,957,180,120,75,130,100,70,50,90,60,45,30,60
43535,AL112004,JEANNE,9/25/2004 14:00,L,HU,26.7,-77.3,100,956,,,,,,,,,,,,
43536,AL112004,JEANNE,9/25/2004 18:00,,HU,26.9,-78.2,105,952,180,120,85,150,100,70,50,90,60,45,30,60
43537,AL112004,JEANNE,9/26/2004 0:00,,HU,27.1,-79.4,105,951,180,150,125,150,100,90,70,90,60,60,50,60
43538,AL112004,JEANNE,9/26/2004 4:00,L,HU,27.2,-80.2,105,950,,,,,,,,,,,,
43539,AL112004,JEANNE,9/26/2004 6:00,,HU,27.3,-80.6,95,953,180,125,125,150,100,75,60,75,60,50,40,50
43540,AL112004,JEANNE,9/26/2004 12:00,,HU,27.7,-81.6,75,965,150,125,125,150,75,75,60,75,30,0,0,25
43541,AL112004,JEANNE,9/26/2004 18:00,,TS,28.3,-82.3,55,970,150,125,100,150,75,75,60,75,0,0,0,0
43542,AL112004,JEANNE,9/27/2004 0:00,,TS,29.3,-82.7,45,978,150,130,75,75,0,0,0,0,0,0,0,0
43543,AL112004,JEANNE,9/27/2004 6:00,,TS,30.1,-83.3,40,981,175,175,90,60,0,0,0,0,0,0,0,0
43544,AL112004,JEANNE,9/27/2004 12:00,,TS,31.1,-83.9,35,987,175,175,90,60,0,0,0,0,0,0,0,0
43545,AL112004,JEANNE,9/27/2004 18:00,,TD,32.5,-83.6,30,993,0,0,0,0,0,0,0,0,0,0,0,0
43546,AL112004,JEANNE,9/28/2004 0:00,,TD,33.2,-83.2,25,998,0,0,0,0,0,0,0,0,0,0,0,0
43547,AL112004,JEANNE,9/28/2004 6:00,,TD,34.1,-82.4,20,999,0,0,0,0,0,0,0,0,0,0,0,0
43548,AL112004,JEANNE,9/28/2004 12:00,,TD,35.4,-81,20,1000,0,0,0,0,0,0,0,0,0,0,0,0
43549,AL112004,JEANNE,9/28/2004 18:00,,TD,37.3,-78.4,25,999,0,0,0,0,0,0,0,0,0,0,0,0
43550,AL112004,JEANNE,9/29/2004 0:00,,EX,38.3,-76.4,25,999,0,0,0,0,0,0,0,0,0,0,0,0
43551,AL112004,JEANNE,9/29/2004 6:00,,EX,38.8,-74.7,35,999,175,0,0,0,0,0,0,0,0,0,0,0
43552,AL112004,JEANNE,9/29/2004 12:00,,EX,38.5,-72.5,35,999,150,0,0,0,0,0,0,0,0,0,0,0
43553,AL122004,KARL,9/16/2004 6:00,,TD,11.2,-29.2,30,1008,0,0,0,0,0,0,0,0,0,0,0,0
43554,AL122004,KARL,9/16/2004 12:00,,TD,11.2,-30.7,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
43555,AL122004,KARL,9/16/2004 18:00,,TS,11.2,-32.1,35,1005,30,0,30,30,0,0,0,0,0,0,0,0
43556,AL122004,KARL,9/17/2004 0:00,,TS,11.2,-33.3,40,1002,40,30,40,40,0,0,0,0,0,0,0,0
43557,AL122004,KARL,9/17/2004 6:00,,TS,11.6,-34.4,50,997,60,50,40,60,20,0,0,20,0,0,0,0
43558,AL122004,KARL,9/17/2004 12:00,,TS,12.1,-35.3,55,994,60,60,50,60,20,0,0,20,0,0,0,0
43559,AL122004,KARL,9/17/2004 18:00,,TS,13,-36,55,992,75,75,50,75,20,20,20,20,0,0,0,0
43560,AL122004,KARL,9/18/2004 0:00,,HU,13.9,-37,70,984,75,75,60,75,25,20,20,25,15,10,10,15
43561,AL122004,KARL,9/18/2004 6:00,,HU,14.5,-38,85,975,90,75,80,75,35,30,30,35,20,15,15,20
43562,AL122004,KARL,9/18/2004 12:00,,HU,15,-38.8,90,970,105,75,105,75,45,35,35,45,20,15,15,20
43563,AL122004,KARL,9/18/2004 18:00,,HU,15.6,-39.7,95,965,105,90,105,90,50,40,40,50,25,20,20,25
43564,AL122004,KARL,9/19/2004 0:00,,HU,15.9,-40.8,95,965,105,90,105,90,50,40,40,50,25,20,20,25
43565,AL122004,KARL,9/19/2004 6:00,,HU,16,-41.6,100,960,120,90,105,90,50,40,40,50,30,25,25,30
43566,AL122004,KARL,9/19/2004 12:00,,HU,16.3,-42.4,105,955,120,105,90,105,50,40,40,50,30,25,25,30
43567,AL122004,KARL,9/19/2004 18:00,,HU,16.7,-43.4,110,951,150,105,90,105,50,40,40,50,35,25,25,35
43568,AL122004,KARL,9/20/2004 0:00,,HU,16.8,-44.5,110,951,150,105,90,120,50,40,40,50,35,25,25,35
43569,AL122004,KARL,9/20/2004 6:00,,HU,17,-45.2,115,948,175,120,90,150,60,50,40,50,35,35,25,35
43570,AL122004,KARL,9/20/2004 12:00,,HU,17.5,-46,110,951,175,135,120,175,75,60,50,70,50,40,35,50
43571,AL122004,KARL,9/20/2004 18:00,,HU,18.1,-46.5,110,951,175,150,150,175,90,60,60,90,60,45,45,60
43572,AL122004,KARL,9/21/2004 0:00,,HU,18.7,-47,120,943,200,175,150,200,90,75,60,90,60,45,45,60
43573,AL122004,KARL,9/21/2004 6:00,,HU,19.6,-47.3,125,938,225,200,150,225,90,90,60,90,60,60,45,60
43574,AL122004,KARL,9/21/2004 12:00,,HU,20.8,-47.8,120,943,225,225,150,225,105,105,75,105,75,60,45,75
43575,AL122004,KARL,9/21/2004 18:00,,HU,22.3,-48.3,105,948,250,250,150,200,125,125,75,125,75,75,45,75
43576,AL122004,KARL,9/22/2004 0:00,,HU,23.7,-48.8,100,955,250,250,150,200,125,125,75,125,75,75,45,75
43577,AL122004,KARL,9/22/2004 6:00,,HU,24.9,-49.4,95,962,250,250,150,200,125,125,75,125,75,75,45,75
43578,AL122004,KARL,9/22/2004 12:00,,HU,26.2,-49.5,90,967,250,250,150,200,125,125,75,125,75,75,45,75
43579,AL122004,KARL,9/22/2004 18:00,,HU,27.5,-48.7,90,970,250,250,175,200,125,125,75,100,75,75,45,75
43580,AL122004,KARL,9/23/2004 0:00,,HU,29,-47.7,95,965,275,275,200,200,125,125,75,100,75,75,50,50
43581,AL122004,KARL,9/23/2004 6:00,,HU,30.7,-46.3,110,951,300,300,200,200,125,125,75,75,75,75,50,50
43582,AL122004,KARL,9/23/2004 12:00,,HU,32.5,-44.4,105,953,300,325,200,200,125,125,75,75,75,75,50,50
43583,AL122004,KARL,9/23/2004 18:00,,HU,34.5,-43,90,955,300,350,200,200,125,150,75,75,75,75,50,50
43584,AL122004,KARL,9/24/2004 0:00,,HU,36.8,-41.9,80,957,300,350,200,200,150,150,75,75,75,75,50,50
43585,AL122004,KARL,9/24/2004 6:00,,HU,39.5,-41.2,75,959,300,350,225,225,125,150,100,75,75,75,50,50
43586,AL122004,KARL,9/24/2004 12:00,,HU,42.6,-40.5,70,961,300,350,250,250,150,175,125,100,75,90,50,50
43587,AL122004,KARL,9/24/2004 18:00,,HU,45.5,-40.5,65,962,325,350,350,250,125,175,125,150,75,90,50,50
43588,AL122004,KARL,9/25/2004 0:00,,EX,48.1,-40.5,55,963,325,350,350,250,125,175,125,150,0,0,0,0
43589,AL122004,KARL,9/25/2004 6:00,,EX,50.4,-38.9,55,967,325,350,350,250,125,175,150,90,0,0,0,0
43590,AL122004,KARL,9/25/2004 12:00,,EX,53,-36.5,55,973,325,350,350,250,125,175,150,90,0,0,0,0
43591,AL122004,KARL,9/25/2004 18:00,,EX,56.1,-32,55,980,325,350,350,250,125,175,150,90,0,0,0,0
43592,AL122004,KARL,9/26/2004 0:00,,EX,59.5,-26,55,986,325,350,350,250,125,175,150,90,0,0,0,0
43593,AL122004,KARL,9/26/2004 6:00,,EX,62,-17,55,983,325,350,350,250,125,175,150,90,0,0,0,0
43594,AL122004,KARL,9/26/2004 12:00,,EX,63.5,-8,60,976,325,350,350,250,125,175,150,90,0,0,0,0
43595,AL122004,KARL,9/26/2004 18:00,,EX,64,-2,60,976,325,350,350,250,125,175,150,90,0,0,0,0
43596,AL122004,KARL,9/27/2004 0:00,,EX,64,2.5,55,980,160,350,350,125,0,175,150,0,0,0,0,0
43597,AL122004,KARL,9/27/2004 6:00,,EX,64.5,7,45,980,80,300,300,60,0,0,0,0,0,0,0,0
43598,AL122004,KARL,9/27/2004 12:00,,EX,65,10.5,40,986,0,180,180,0,0,0,0,0,0,0,0,0
43599,AL122004,KARL,9/27/2004 18:00,,EX,65.3,12,35,989,0,180,180,0,0,0,0,0,0,0,0,0
43600,AL122004,KARL,9/28/2004 0:00,,EX,65.5,13.5,30,992,0,0,0,0,0,0,0,0,0,0,0,0
43601,AL132004,LISA,9/19/2004 18:00,,TD,13.3,-32.4,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
43602,AL132004,LISA,9/20/2004 0:00,,TD,13.3,-33.3,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
43603,AL132004,LISA,9/20/2004 6:00,,TD,13.4,-34.3,30,1004,0,0,0,0,0,0,0,0,0,0,0,0
43604,AL132004,LISA,9/20/2004 12:00,,TS,13.5,-35.4,40,1002,40,40,40,40,0,0,0,0,0,0,0,0
43605,AL132004,LISA,9/20/2004 18:00,,TS,13.7,-36.4,50,997,45,45,45,45,15,15,15,15,0,0,0,0
43606,AL132004,LISA,9/21/2004 0:00,,TS,13.7,-37.4,55,994,45,45,45,45,15,15,15,15,0,0,0,0
43607,AL132004,LISA,9/21/2004 6:00,,TS,13.9,-38.3,60,990,45,45,45,45,15,15,15,15,0,0,0,0
43608,AL132004,LISA,9/21/2004 12:00,,TS,14.1,-39.1,60,990,45,45,45,45,20,20,20,20,0,0,0,0
43609,AL132004,LISA,9/21/2004 18:00,,TS,14.3,-39.7,60,990,45,45,45,45,20,20,20,20,0,0,0,0
43610,AL132004,LISA,9/22/2004 0:00,,TS,14.4,-40.2,55,994,50,50,30,50,20,20,20,20,0,0,0,0
43611,AL132004,LISA,9/22/2004 6:00,,TS,14.4,-40.6,50,997,50,50,30,50,20,20,20,20,0,0,0,0
43612,AL132004,LISA,9/22/2004 12:00,,TS,14.2,-41.1,45,1000,40,40,40,40,0,0,0,0,0,0,0,0
43613,AL132004,LISA,9/22/2004 18:00,,TS,13.9,-41.5,45,1000,40,40,40,40,0,0,0,0,0,0,0,0
43614,AL132004,LISA,9/23/2004 0:00,,TS,13.2,-41.4,45,1000,40,40,40,40,0,0,0,0,0,0,0,0
43615,AL132004,LISA,9/23/2004 6:00,,TS,13,-40.6,40,1002,50,50,50,50,0,0,0,0,0,0,0,0
43616,AL132004,LISA,9/23/2004 12:00,,TS,13.1,-40,35,1003,50,50,50,50,0,0,0,0,0,0,0,0
43617,AL132004,LISA,9/23/2004 18:00,,TD,14.3,-40.5,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
43618,AL132004,LISA,9/24/2004 0:00,,TD,14.3,-41.7,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
43619,AL132004,LISA,9/24/2004 6:00,,TS,13.8,-42.4,40,1002,0,60,0,0,0,0,0,0,0,0,0,0
43620,AL132004,LISA,9/24/2004 12:00,,TS,13.9,-43.2,35,1003,0,60,0,0,0,0,0,0,0,0,0,0
43621,AL132004,LISA,9/24/2004 18:00,,TD,14,-43.8,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
43622,AL132004,LISA,9/25/2004 0:00,,TD,14.3,-44.4,30,1005,0,0,0,0,0,0,0,0,0,0,0,0
43623,AL132004,LISA,9/25/2004 6:00,,TS,14.9,-44.9,35,1003,75,75,0,0,0,0,0,0,0,0,0,0
43624,AL132004,LISA,9/25/2004 12:00,,TS,15.7,-45.4,45,1000,75,75,0,0,0,0,0,0,0,0,0,0
43625,AL132004,LISA,9/25/2004 18:00,,TS,16.7,-45.7,45,1000,75,75,0,0,0,0,0,0,0,0,0,0
43626,AL132004,LISA,9/26/2004 0:00,,TS,17.4,-45.8,45,1000,100,90,0,0,0,0,0,0,0,0,0,0
43627,AL132004,LISA,9/26/2004 6:00,,TS,18,-45.9,50,997,100,100,50,50,20,20,20,20,0,0,0,0
43628,AL132004,LISA,9/26/2004 12:00,,TS,18.7,-46,55,994,100,100,50,50,20,20,20,20,0,0,0,0
43629,AL132004,LISA,9/26/2004 18:00,,TS,19.2,-46,50,997,100,100,50,50,20,20,20,20,0,0,0,0
43630,AL132004,LISA,9/27/2004 0:00,,TS,19.6,-46,45,1000,100,100,25,75,0,0,0,0,0,0,0,0
43631,AL132004,LISA,9/27/2004 6:00,,TS,20,-46.1,45,1000,100,100,0,100,0,0,0,0,0,0,0,0
43632,AL132004,LISA,9/27/2004 12:00,,TS,20.6,-46.2,45,1000,100,100,0,50,0,0,0,0,0,0,0,0
43633,AL132004,LISA,9/27/2004 18:00,,TS,21.3,-46.2,40,1002,75,60,0,0,0,0,0,0,0,0,0,0
43634,AL132004,LISA,9/28/2004 0:00,,TS,22,-46.4,40,1002,75,75,0,50,0,0,0,0,0,0,0,0
43635,AL132004,LISA,9/28/2004 6:00,,TS,23,-46.5,40,1002,90,75,0,50,0,0,0,0,0,0,0,0
43636,AL132004,LISA,9/28/2004 12:00,,TS,24.3,-46.5,45,1000,90,75,0,50,0,0,0,0,0,0,0,0
43637,AL132004,LISA,9/28/2004 18:00,,TS,25.4,-46.5,55,994,75,75,0,50,30,0,0,30,0,0,0,0
43638,AL132004,LISA,9/29/2004 0:00,,TS,26.4,-46.4,60,990,125,75,25,60,30,0,0,30,0,0,0,0
43639,AL132004,LISA,9/29/2004 6:00,,TS,27.5,-46.2,60,990,175,90,75,75,60,0,0,30,0,0,0,0
43640,AL132004,LISA,9/29/2004 12:00,,TS,28.9,-45.8,60,990,175,100,100,100,60,40,40,40,0,0,0,0
43641,AL132004,LISA,9/29/2004 18:00,,TS,30.1,-45.8,60,990,175,100,100,100,40,40,40,40,0,0,0,0
43642,AL132004,LISA,9/30/2004 0:00,,TS,31.1,-46.1,60,990,200,200,100,150,40,40,40,40,0,0,0,0
43643,AL132004,LISA,9/30/2004 6:00,,TS,32,-46.7,55,994,200,200,100,150,40,40,40,40,0,0,0,0
43644,AL132004,LISA,9/30/2004 12:00,,TS,32.4,-47.3,50,997,150,150,80,80,40,40,40,40,0,0,0,0
43645,AL132004,LISA,9/30/2004 18:00,,TS,33.1,-47.8,45,1000,125,125,60,60,0,0,0,0,0,0,0,0
43646,AL132004,LISA,10/1/2004 0:00,,TS,34.1,-47.8,50,997,125,125,60,60,40,40,0,40,0,0,0,0
43647,AL132004,LISA,10/1/2004 6:00,,TS,35.1,-47.6,55,994,125,125,60,60,40,40,0,40,0,0,0,0
43648,AL132004,LISA,10/1/2004 12:00,,TS,36.3,-47,60,990,90,90,60,60,40,40,0,0,0,0,0,0
43649,AL132004,LISA,10/1/2004 18:00,,TS,37.7,-45.8,60,990,60,90,60,40,40,50,0,0,0,0,0,0
43650,AL132004,LISA,10/2/2004 0:00,,TS,38.9,-43.8,60,990,60,90,60,40,40,50,0,0,0,0,0,0
43651,AL132004,LISA,10/2/2004 6:00,,HU,40.3,-41.6,65,987,60,90,60,40,40,50,0,0,20,20,0,0
43652,AL132004,LISA,10/2/2004 12:00,,HU,41.6,-39.1,65,987,60,90,60,40,40,50,0,0,20,20,0,0
43653,AL132004,LISA,10/2/2004 18:00,,TS,42.8,-36,55,994,60,125,60,0,0,50,0,0,0,0,0,0
43654,AL132004,LISA,10/3/2004 0:00,,TS,43.8,-33,50,997,60,125,60,0,0,50,0,0,0,0,0,0
43655,AL132004,LISA,10/3/2004 6:00,,EX,44.5,-30,45,1000,0,125,0,0,0,0,0,0,0,0,0,0
43656,AL142004,MATTHEW,10/8/2004 12:00,,TD,24,-95.4,30,1007,0,0,0,0,0,0,0,0,0,0,0,0
43657,AL142004,MATTHEW,10/8/2004 18:00,,TS,24.1,-94.2,35,1004,150,100,0,0,0,0,0,0,0,0,0,0
43658,AL142004,MATTHEW,10/9/2004 0:00,,TS,24.6,-93.7,40,1000,150,100,0,0,0,0,0,0,0,0,0,0
43659,AL142004,MATTHEW,10/9/2004 6:00,,TS,25.3,-93.2,35,1002,100,100,0,0,0,0,0,0,0,0,0,0
43660,AL142004,MATTHEW,10/9/2004 12:00,,TS,26.3,-92.8,35,1002,100,100,0,0,0,0,0,0,0,0,0,0
43661,AL142004,MATTHEW,10/9/2004 18:00,,TS,26.8,-92,40,997,120,100,0,0,0,0,0,0,0,0,0,0
43662,AL142004,MATTHEW,10/10/2004 0:00,,TS,27.3,-91.4,40,998,120,120,0,0,0,0,0,0,0,0,0,0
43663,AL142004,MATTHEW,10/10/2004 6:00,,TS,28.1,-91.2,40,999,100,100,0,0,0,0,0,0,0,0,0,0
43664,AL142004,MATTHEW,10/10/2004 11:00,L,TS,29.2,-91,35,999,,,,,,,,,,,,
43665,AL142004,MATTHEW,10/10/2004 12:00,,TD,29.4,-90.9,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
43666,AL142004,MATTHEW,10/10/2004 18:00,,TD,30.4,-90.9,25,1002,0,0,0,0,0,0,0,0,0,0,0,0
43667,AL142004,MATTHEW,10/11/2004 0:00,,EX,32,-91,25,1003,0,0,0,0,0,0,0,0,0,0,0,0
43668,AL142004,MATTHEW,10/11/2004 6:00,,EX,33.6,-91.9,20,1005,0,0,0,0,0,0,0,0,0,0,0,0
43669,AL152004,NICOLE,10/10/2004 0:00,,EX,30,-65.2,40,1000,250,0,0,250,0,0,0,0,0,0,0,0
43670,AL152004,NICOLE,10/10/2004 6:00,,SS,31,-66.3,40,1000,250,0,0,250,0,0,0,0,0,0,0,0
43671,AL152004,NICOLE,10/10/2004 12:00,,SS,31.5,-66.5,40,1000,150,100,175,200,0,0,0,0,0,0,0,0
43672,AL152004,NICOLE,10/10/2004 18:00,,SS,32.1,-66.5,40,998,100,100,175,175,0,0,0,0,0,0,0,0
43673,AL152004,NICOLE,10/11/2004 0:00,,SS,32.9,-65.5,40,994,100,100,75,75,0,0,0,0,0,0,0,0
43674,AL152004,NICOLE,10/11/2004 6:00,,SS,34.3,-63.9,40,992,100,100,75,75,0,0,0,0,0,0,0,0
43675,AL152004,NICOLE,10/11/2004 12:00,,SS,36,-61.8,45,986,175,175,150,225,0,0,0,0,0,0,0,0
43676,AL152004,NICOLE,10/11/2004 18:00,,SS,38.5,-60.5,45,986,300,200,200,300,0,0,0,0,0,0,0,0
43677,AL162004,OTTO,11/26/2004 0:00,,EX,28,-40,30,1009,0,0,0,0,0,0,0,0,0,0,0,0
43678,AL162004,OTTO,11/26/2004 6:00,,EX,27.3,-41,35,1006,300,0,0,300,0,0,0,0,0,0,0,0
43679,AL162004,OTTO,11/26/2004 12:00,,EX,26.5,-41.9,35,1002,350,0,0,300,0,0,0,0,0,0,0,0
43680,AL162004,OTTO,11/26/2004 18:00,,EX,26.8,-42.5,35,1000,350,300,0,250,0,0,0,0,0,0,0,0
43681,AL162004,OTTO,11/27/2004 0:00,,EX,26.8,-43.2,35,1000,350,400,0,200,0,0,0,0,0,0,0,0
43682,AL162004,OTTO,11/27/2004 6:00,,EX,26.7,-43.8,35,1000,350,600,0,0,0,0,0,0,0,0,0,0
43683,AL162004,OTTO,11/27/2004 12:00,,EX,26.4,-44.3,35,1000,350,600,0,0,0,0,0,0,0,0,0,0
43684,AL162004,OTTO,11/27/2004 18:00,,EX,26.2,-44.4,35,1000,325,500,0,0,0,0,0,0,0,0,0,0
43685,AL162004,OTTO,11/28/2004 0:00,,EX,26.3,-44.1,35,1000,300,400,0,0,0,0,0,0,0,0,0,0
43686,AL162004,OTTO,11/28/2004 6:00,,EX,27.4,-43.9,35,1000,300,300,0,360,0,0,0,0,0,0,0,0
43687,AL162004,OTTO,11/28/2004 12:00,,EX,28.2,-44,35,1000,300,0,0,360,0,0,0,0,0,0,0,0
43688,AL162004,OTTO,11/28/2004 18:00,,EX,28.7,-45.1,35,999,300,0,0,360,0,0,0,0,0,0,0,0
43689,AL162004,OTTO,11/29/2004 0:00,,EX,28.8,-46.5,35,998,300,0,0,360,0,0,0,0,0,0,0,0
43690,AL162004,OTTO,11/29/2004 6:00,,EX,29,-47.8,40,998,300,0,0,330,0,0,0,0,0,0,0,0
43691,AL162004,OTTO,11/29/2004 12:00,,SS,29.6,-47.9,40,998,275,0,0,300,0,0,0,0,0,0,0,0
43692,AL162004,OTTO,11/29/2004 18:00,,SS,30.2,-48.8,45,998,250,0,0,275,0,0,0,0,0,0,0,0
43693,AL162004,OTTO,11/30/2004 0:00,,SS,30.7,-49.7,45,997,225,0,0,250,0,0,0,0,0,0,0,0
43694,AL162004,OTTO,11/30/2004 6:00,,SS,30.9,-50.5,45,997,225,0,0,225,0,0,0,0,0,0,0,0
43695,AL162004,OTTO,11/30/2004 12:00,,SS,31.3,-51,40,997,200,0,0,200,0,0,0,0,0,0,0,0
43696,AL162004,OTTO,11/30/2004 18:00,,TS,31.7,-51,40,997,175,0,0,175,0,0,0,0,0,0,0,0
43697,AL162004,OTTO,12/1/2004 0:00,,TS,31.8,-50.9,40,997,150,60,60,150,0,0,0,0,0,0,0,0
43698,AL162004,OTTO,12/1/2004 6:00,,TS,31.9,-50.8,40,997,150,60,60,100,0,0,0,0,0,0,0,0
43699,AL162004,OTTO,12/1/2004 12:00,,TS,31.6,-50.4,40,997,100,60,60,60,0,0,0,0,0,0,0,0
43700,AL162004,OTTO,12/1/2004 18:00,,TS,31,-50.1,35,997,75,60,45,45,0,0,0,0,0,0,0,0
43701,AL162004,OTTO,12/2/2004 0:00,,TS,30.5,-49.9,35,997,45,60,45,30,0,0,0,0,0,0,0,0
43702,AL162004,OTTO,12/2/2004 6:00,,TS,29.9,-50.1,35,996,20,45,20,20,0,0,0,0,0,0,0,0
43703,AL162004,OTTO,12/2/2004 12:00,,TD,29.1,-50.4,30,995,0,0,0,0,0,0,0,0,0,0,0,0
43704,AL162004,OTTO,12/2/2004 18:00,,TD,28.5,-50.1,30,996,0,0,0,0,0,0,0,0,0,0,0,0
43705,AL162004,OTTO,12/3/2004 0:00,,TD,27.9,-50.1,30,997,0,0,0,0,0,0,0,0,0,0,0,0
43706,AL162004,OTTO,12/3/2004 6:00,,LO,27.2,-50.2,30,998,0,0,0,0,0,0,0,0,0,0,0,0
43707,AL162004,OTTO,12/3/2004 12:00,,LO,26.5,-50.3,30,1000,0,0,0,0,0,0,0,0,0,0,0,0
43708,AL162004,OTTO,12/3/2004 18:00,,LO,26.2,-50.6,25,1002,0,0,0,0,0,0,0,0,0,0,0,0
43709,AL162004,OTTO,12/4/2004 0:00,,LO,25.8,-50.2,25,1005,0,0,0,0,0,0,0,0,0,0,0,0
43710,AL162004,OTTO,12/4/2004 6:00,,LO,25.4,-50.1,25,1008,0,0,0,0,0,0,0,0,0,0,0,0
43711,AL162004,OTTO,12/4/2004 12:00,,LO,25,-50.4,25,1010,0,0,0,0,0,0,0,0,0,0,0,0
43712,AL162004,OTTO,12/4/2004 18:00,,LO,25.1,-50.9,25,1011,0,0,0,0,0,0,0,0,0,0,0,0
43713,AL162004,OTTO,12/5/2004 0:00,,LO,25.5,-51.1,20,1012,0,0,0,0,0,0,0,0,0,0,0,0
43714,AL162004,OTTO,12/5/2004 6:00,,LO,25.9,-51.1,20,1013,0,0,0,0,0,0,0,0,0,0,0,0
43715,AL162004,OTTO,12/5/2004 12:00,,LO,26.1,-51.4,20,1014,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
